DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,178,$67231.86,$23438.11,$21295.74
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,33,$25586.42,$26271.51,$25589.33
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,347,$67828.35,$19282.93,$15552.02
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,16,$56409.68,$24374.62,$20900.81
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,255,$28286.85,$20067.18,$18408.54
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,49,$37830.59,$22578.65,$21643.16
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,54,$21101.16,$22799.00,$21000.81
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,106,$37151.49,$19229.62,$17655.40
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,17,$44361.52,$18582.00,$17592.58
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,281,$51264.76,$19558.24,$18354.03
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,55,$47615.27,$16177.56,$14524.74
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,36,$54037.00,$16391.88,$15670.44
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,43,$45700.81,$19342.93,$17722.30
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,59,$78856.18,$22611.49,$20040.69
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,19,$60176.00,$16252.73,$15137.57
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,63,$28414.76,$18121.74,$17248.92
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,19,$50194.78,$20889.94,$20064.21
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,19,$22578.00,$21070.26,$19557.42
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,284,$45419.16,$19944.84,$16553.41
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,44,$41949.84,$19822.70,$18561.38
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,365,$45345.87,$20816.91,$17375.10
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,102,$65862.13,$16457.18,$14382.79
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,40,$69730.82,$18211.05,$15297.77
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,33,$32154.93,$19540.15,$18722.69
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,46,$68720.71,$22062.63,$20079.28
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,71,$117479.76,$22753.18,$19245.69
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,52,$32116.76,$18647.32,$17462.78
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,24,$19567.33,$22449.29,$19964.16
252 - OTHER VASCULAR PROCEDURES W MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,137,$68763.00,$37119.98,$32999.31
252 - OTHER VASCULAR PROCEDURES W MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,11,$59774.63,$29570.63,$29164.81
252 - OTHER VASCULAR PROCEDURES W MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,29,$86168.00,$37963.13,$37209.72
252 - OTHER VASCULAR PROCEDURES W MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,24,$53682.33,$37846.16,$36285.91
252 - OTHER VASCULAR PROCEDURES W MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,11,$46048.18,$35797.36,$35285.72
252 - OTHER VASCULAR PROCEDURES W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,167,$81688.89,$35824.54,$34743.62
252 - OTHER VASCULAR PROCEDURES W MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,93,$106111.21,$27893.15,$26480.67
252 - OTHER VASCULAR PROCEDURES W MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,25,$67151.84,$36853.00,$36124.84
252 - OTHER VASCULAR PROCEDURES W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,24,$78896.04,$29980.54,$28153.00
252 - OTHER VASCULAR PROCEDURES W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,86,$89391.68,$35681.36,$34500.95
252 - OTHER VASCULAR PROCEDURES W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,71,$104310.56,$41539.67,$40265.15
252 - OTHER VASCULAR PROCEDURES W MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,61,$113379.93,$33913.37,$33266.31
252 - OTHER VASCULAR PROCEDURES W MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,48,$50043.54,$34237.29,$33529.87
252 - OTHER VASCULAR PROCEDURES W MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,14,$57584.50,$35525.35,$34883.07
252 - OTHER VASCULAR PROCEDURES W MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,50,$46835.66,$30796.26,$29973.72
252 - OTHER VASCULAR PROCEDURES W MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,25,$51584.36,$36878.12,$35762.40
252 - OTHER VASCULAR PROCEDURES W MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,42,$33092.47,$37128.80,$36174.33
252 - OTHER VASCULAR PROCEDURES W MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,12,$48090.66,$37231.75,$36574.08
253 - OTHER VASCULAR PROCEDURES W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,135,$56171.65,$27473.45,$24949.13
253 - OTHER VASCULAR PROCEDURES W CC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,29,$63595.44,$27125.10,$26429.10
253 - OTHER VASCULAR PROCEDURES W CC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,15,$51531.60,$30063.66,$29426.46
253 - OTHER VASCULAR PROCEDURES W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,221,$63479.00,$29000.24,$26322.19
253 - OTHER VASCULAR PROCEDURES W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,64,$74849.53,$22699.70,$20768.64
253 - OTHER VASCULAR PROCEDURES W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,35,$63538.51,$22930.48,$22320.54
253 - OTHER VASCULAR PROCEDURES W CC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,69,$74867.59,$26524.55,$24978.89
253 - OTHER VASCULAR PROCEDURES W CC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,51,$64322.31,$28999.09,$27768.05
253 - OTHER VASCULAR PROCEDURES W CC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,75,$75408.96,$23128.68,$21587.13
253 - OTHER VASCULAR PROCEDURES W CC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,14,$74465.78,$28918.28,$28276.00
253 - OTHER VASCULAR PROCEDURES W CC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,25,$49433.96,$25383.32,$24934.36
253 - OTHER VASCULAR PROCEDURES W CC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,26,$39658.88,$28518.92,$27713.34
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,161,$29636.49,$17609.90,$15159.89
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,34,$31067.85,$17469.91,$16119.73
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,15,$10906.93,$18675.33,$17853.73
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,211,$30854.72,$17664.34,$15650.01
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,115,$40578.31,$14309.47,$13086.32
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,17,$39651.17,$15114.17,$13279.41
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,102,$36123.71,$17244.02,$15996.70
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,53,$25234.58,$18415.81,$16740.50
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,60,$56951.58,$14776.11,$13749.65
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,19,$31064.89,$16805.52,$16097.31
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,15,$29352.53,$18655.86,$17834.26
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,19,$26969.05,$16439.15,$15568.36
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,58,$49428.55,$21160.60,$19765.84
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,27,$56370.44,$17576.70,$16849.81
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,61,$82697.60,$24629.21,$22964.59
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,31,$32916.38,$21890.61,$21210.06
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,13,$34966.61,$18876.07,$18356.00
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,158,$76627.63,$23907.87,$23178.99
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,52,$101210.15,$17305.50,$16199.25
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,20,$66487.30,$22057.65,$20252.75
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,61,$59427.70,$18143.27,$16523.42
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,75,$64827.22,$21051.96,$19856.18
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,145,$102511.91,$26977.01,$26212.08
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,34,$30765.70,$26615.50,$25920.08
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NY - Manhattan,11,$22076.09,$24761.27,$24530.45
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,20,$58657.10,$17229.95,$16467.45
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,22,$38514.22,$25977.68,$25671.86
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,66,$51698.69,$16910.39,$14987.43
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,37,$26981.67,$16271.94,$15769.72
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,30,$50187.60,$23111.66,$22233.46
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,29,$33207.51,$19644.65,$18988.79
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,11,$32832.18,$22666.18,$21594.36
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,53,$34312.00,$20991.47,$20265.35
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,43,$35882.46,$23662.30,$22608.93
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,20,$17555.70,$18462.25,$17899.45
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,22,$18081.18,$10836.90,$10326.72
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,39,$31865.51,$14865.35,$12264.71
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,16,$37998.50,$11847.62,$9972.93
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,31,$52764.38,$13975.58,$13078.00
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,13,$26932.53,$15066.00,$14371.84
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,90,$45773.52,$14172.33,$12224.17
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,20,$55620.60,$10747.10,$10071.10
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,19,$42429.73,$14698.57,$12769.00
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,45,$41763.57,$11495.46,$10202.26
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,55,$42425.63,$13465.80,$12649.80
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,59,$68152.89,$16938.08,$15467.28
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,21,$18463.61,$13930.04,$12442.00
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,28,$24655.39,$16644.07,$16124.21
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,23,$38096.91,$11430.95,$10722.86
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,36,$22958.63,$11746.77,$11028.88
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,17,$28449.17,$14088.76,$13228.76
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,25,$25420.80,$12309.16,$11681.64
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,22,$19150.72,$13890.09,$13127.00
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,12,$22289.08,$15608.83,$13539.08
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,11,$16611.45,$9204.18,$8492.54
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,11,$25162.45,$7898.09,$6421.27
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,14,$31587.35,$9317.07,$8439.07
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,33,$33786.33,$9322.36,$8365.75
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,22,$29921.50,$7510.90,$6697.81
